status;jordan_kollektion;jordan_qualitaet;jordan_produktnamen;jordan_breiten;jordan_farben;mplus_produkt;mplus_kollektion;hersteller;farben_gemeinsam;farben_nur_jordan;farben_nur_mplus;punkte;offene_fragen
NO_MATCH;Balance 25;Serenade;Teppichboden SERENADE 400cm Balance 25;400;5;;;;0;5;0;10;
NO_MATCH;Balance 25;Broadway;Teppichboden Broadway 400cm Deluxe Balance 25 | Teppichboden Broadway 500cm Deluxe Balance 25;400/500;11;;;;0;11;0;10;
NO_MATCH;Balance 25;Elysee;Teppichboden ELYSEE 400cm Deluxe Balance 25 | Teppichboden ELYSEE 500cm Deluxe Balance25;400/500;17;;;;0;17;0;9;
NO_MATCH;Balance 25;Soft;Teppichboden Soft 400cm Deluxe Balance25;400;24;;;;0;24;0;10;
NO_MATCH;;Interlife;Teppichboden Tretford Interlife 200cm;200;40;;;;0;40;0;-99;
NO_MATCH;Atelier 30;Basalt Fliese;Nadelvlies Basalt Fliese 50x50cm Atelier 2024;50;3;;;;0;3;0;4;
NO_MATCH;Atelier 30;Titan Fliese;Nadelvlies TITAN SL-Fliesen 50x50cm Atelier 2024;50;1;;;;0;1;0;8;
NO_MATCH;;;Wolff Anschlag für Nadelvlies 4 mm für Nahtschneider Linocut 2010217;;0;;;;0;0;0;0;
NO_MATCH;Quattro 028;Elevation III;Teppichfliese Elevation III 50 x 50cm Quattro028;50;20;;;;0;20;0;1;
NO_MATCH;028 Central Objekt Teppichfliesen;Central;Teppichboden Central Fliese 50x50 cm Central Fliesen Karte | Teppichboden Central TR 400cm Central 028 Karte / 028 Atrium Object;400/50;5;;;;0;5;0;8;
NO_MATCH;028 Atrium Object;Urban Fliese;Teppichboden Urban Fliese 50x50cm 028 Atrium Object;;7;;;;0;7;0;2;
NO_MATCH;Format Modul 25;Lana;Teppichboden Lana 50x50 Fliese Format Modul25;50;1;;;;0;1;0;-99;
NO_MATCH;Format Modul 25;Cosy Fliese;Teppichboden Cosy 50x50cm Fliese Format Modul 25;50;7;;;;0;7;0;-99;
NO_MATCH;;Quito;Bordüren-Teppich QUITO Sisal Wunschmaß Armada Naturfaser;;0;;;;0;0;0;-99;
NO_MATCH;;Cancun 500 cm nur Fb. 07, 41, 50;Bordüren-Teppich CANCUN Sisal Wunschmaß Armada Naturfaser;;0;;;;0;0;0;-99;
NO_MATCH;;Campinas;Bordüren-Teppich CAMPINAS Sisal Wunschmaß Armada Naturfaser;;0;;;;0;0;0;-99;
NO_MATCH;;Brasilia 500 cm nur Fb. 07, 80;Bordüren-Teppich BRASILIA Sisal Wunschmaß Armada Naturfaser;;0;;;;0;0;0;-99;
NO_MATCH;;Baruta;Bordüren-Teppich BARUTA Sisal Wunschmaß Armada Naturfaser;;0;;;;0;0;0;-99;
NO_MATCH;;Barinas;Bordüren-Teppich BARINAS Sisal Wunschmaß Armada Naturfaser;;0;;;;0;0;0;-99;
NO_MATCH;;;Die Urbane Massivdiele 21x162mm flair sisal NATURinFORM;16;4;;;;0;4;0;-99;
NO_MATCH;;;Kokosfaser-Schnellpolster 115cm 783235 ca. 2,0kg/m², auf Jute H215;;0;;;;0;0;0;-99;
NO_MATCH;;Mangalore natur;Bordüren-Teppich MANGALORE NATUR Kokos Wunschmaß Armada Naturfaser;;0;;;;0;0;0;-99;
NO_MATCH;028 Atrium Object;Urban;Teppichboden Urban 400 cm 028 Atrium Object;400;7;;;;0;7;0;8;
NO_MATCH;Homeline 27;Milo;Teppichboden MILO 400 cm Homeline27 | Teppichboden MILO 500 cm Homeline27;400/500;7;;;;0;7;0;8;
NO_MATCH;Homeline 27;;Teppichboden TALLIN 400 cm Homeline27 | Teppichboden TALLIN 500 cm Homeline27;400/500;7;;;;0;7;0;1;
MATCH_POSSIBLE;Homeline 27;Tosca;Teppichboden TOSCA 400 cm Homeline27 | Teppichboden TOSCA 500 cm Homeline27;400/500;9;MPlus Akzente 2029 2419-15 TR 400 cm;Akzente 2029;Vebe Floorcoverings bv (NL-Genemuiden);4;5;2;16;"Jordan-Leistungserklaerung nennt nur W. & L. Jordan - Herstellerbeleg fuer die Jordan-Seite fehlt | Vermutlich dieselbe Ware wie Jordan ""Sprint 027 | Tempra"" (Farbnummern 100 % gleich) - beide zeigen auf M-Plus M-Plus-Akzente-2029-2419-TR"
NO_MATCH;Homeline 27;Siro;Teppichboden SIRO 400 cm Homeline27;400;9;;;;0;9;0;6;
NO_MATCH;Homeline 27;Rio;Teppichboden RIO 400 cm Homeline27 | Teppichboden RIO 500 cm Homeline27;400/500;4;;;;0;4;0;-1;
NO_MATCH;Homeline 27;Rival;Teppichboden RIVAL 400 cm Homeline27 | Teppichboden RIVAL 500 cm Homeline27;400/500;8;;;;0;8;0;5;
NO_MATCH;Homeline 27;Palia;Teppichboden PALIA 400 cm Homeline27 | Teppichboden PALIA 500 cm Homeline27;400/500;10;;;;0;10;0;4;
NO_MATCH;Homeline 27;Para;Teppichboden PARA 400 cm Homeline27 | Teppichboden PARA 500 cm Homeline27;400/500;9;;;;0;9;0;11;
NO_MATCH;Homeline 27;Lord;Teppichboden LORD 400 cm Homeline27 | Teppichboden LORD 500 cm Homeline27;400/500;10;;;;0;10;0;15;
NO_MATCH;Homeline 27;Heres;Teppichboden HERES 400 cm Homeline27 | Teppichboden HERES 500 cm Homeline27;400/500;20;;;;0;20;0;8;
MATCH_POSSIBLE;Homeline 27;Drago;Teppichboden DRAGO 400 cm Homeline27 | Teppichboden DRAGO 500 cm Homeline27;400/500;5;MPlus Akzente 2029 2404-11 TR 400 cm;Akzente 2029;;5;0;2;16;"Kein Herstellerbeleg auf M-Plus-Seite (Leistungserklaerung als Scan in Fragmenten - nicht auswertbar) | Jordan-Leistungserklaerung nennt nur W. & L. Jordan - Herstellerbeleg fuer die Jordan-Seite fehlt | Vermutlich dieselbe Ware wie Jordan ""Sprint 027 | Solid"" (Farbnummern 100 % gleich) - beide zeigen auf M-Plus M-Plus-Akzente-2029-2404-TR"
NO_MATCH;Homeline 27;Ares;Teppichboden ARES 400 cm Homeline27 | Teppichboden ARES 500 cm Homeline27;400/500;10;;;;0;10;0;6;
NO_MATCH;Homeline 27;Leana;Teppichboden LEANA 400 cm Homeline27 | Teppichboden LEANA 500 cm Homeline27;400/500;8;;;;0;8;0;15;
NO_MATCH;Homeline 27;Lima;Teppichboden LIMA 400 cm Homeline27 | Teppichboden LIMA 500 cm Homeline27;400/500;4;;;;0;4;0;3;
NO_MATCH;Homeline 27;Filio;Teppichboden FILIO 400 cm Homeline27 | Teppichboden FILIO 500 cm Homeline27;400/500;8;;;;0;8;0;2;
NO_MATCH;;;Teppichboden RAVEL 400 cm Homeline26 | Teppichboden RAVEL 500 cm Homeline26;400/500;12;;;;0;12;0;4;
NO_MATCH;;;Teppichboden PANAMA 400 cm Homeline26 | Teppichboden PANAMA 500 cm Homeline26;400/500;16;;;;0;16;0;7;
NO_MATCH;;;Teppichboden BRASIL 400 cm Homeline26 | Teppichboden BRASIL 500 cm Homeline26;400/500;14;;;;0;14;0;5;
NO_MATCH (nur M-Plus);;;;400/500;;MPlus Akzente 2029 2402-110 SB 400 cm;Akzente 2029;Lano NV (B-Harelbeke);0;0;7;;
NO_MATCH (nur M-Plus);;;;400/500;;MPlus Akzente 2029 2405-16 VR 400 cm;Akzente 2029;Vebe Floorcoverings bv (NL-Genemuiden);0;0;4;;
NO_MATCH (nur M-Plus);;;;400;;MPlus Akzente 2029 2407-38 TR 400 cm;Akzente 2029;ITC Co BV / Balta Group (B-Tielt);0;0;6;;
NO_MATCH (nur M-Plus);;;;400/500;;MPlus Akzente 2029 2409-31 FB 400 cm;Akzente 2029;Associated Weavers Europe NV (B-Ronse);0;0;4;;
NO_MATCH (nur M-Plus);;;;400;;MPlus Akzente 2029 2410-43 TR 400 cm;Akzente 2029;ITC Co BV / Balta Group (B-Tielt);0;0;2;;
NO_MATCH (nur M-Plus);;;;400;;MPlus Akzente 2029 2413-30 TB 400 cm;Akzente 2029;ITC Co BV / Balta Group (B-Tielt);0;0;6;;
NO_MATCH (nur M-Plus);;;;400/500;;MPlus Akzente 2029 2414-105 FB 400 cm;Akzente 2029;Associated Weavers Europe NV (B-Ronse);0;0;5;;
NO_MATCH (nur M-Plus);;;;400/500;;MPlus Akzente 2029 2415-109 VR 400 cm;Akzente 2029;ITC Co BV / Balta Group (B-Tielt);0;0;9;;
NO_MATCH (nur M-Plus);;;;400/500;;MPlus Akzente 2029 2416-27 FB 400 cm;Akzente 2029;Associated Weavers Europe NV (B-Ronse);0;0;7;;
NO_MATCH (nur M-Plus);;;;400/500;;MPlus Akzente 2029 2417-71 TR 400 cm;Akzente 2029;Condor Carpets bv / Condor Group (NL-Hasselt);0;0;7;;
NO_MATCH (nur M-Plus);;;;400/500;;MPlus Akzente 2029 2420-73 TR 400 cm;Akzente 2029;Condor Carpets bv / Condor Group (NL-Hasselt);0;0;7;;
NO_MATCH (nur M-Plus);;;;;;MPlus Ambiente 2025 1301-341 TR 400cm;Ambiente 2025;;0;0;8;;
NO_MATCH (nur M-Plus);;;;;;MPlus Ambiente 2025 1302-279 TR 400cm;Ambiente 2025;;0;0;15;;
NO_MATCH (nur M-Plus);;;;;;MPlus Ambiente 2025 1303-198 TR 400cm;Ambiente 2025;;0;0;9;;
NO_MATCH (nur M-Plus);;;;;;MPlus Ambiente 2025 1304-174 TR 400cm;Ambiente 2025;;0;0;8;;
NO_MATCH (nur M-Plus);;;;;;MPlus Ambiente 2025 1305-091 TR 400cm;Ambiente 2025;;0;0;15;;
NO_MATCH (nur M-Plus);;;;;;MPlus Ambiente 2025 1306-067 TR 400cm;Ambiente 2025;;0;0;15;;
NO_MATCH (nur M-Plus);;;;;;MPlus Ambiente 2025 1307-593 TR 400cm;Ambiente 2025;;0;0;5;;
NO_MATCH (nur M-Plus);;;;;;MPlus Ambiente 2025 1308-174 TR 500cm;Ambiente 2025;;0;0;1;;
NO_MATCH (nur M-Plus);;;;;;MPlus Ambiente 2025 1309-277 TR 400cm;Ambiente 2025;;0;0;8;;
NO_MATCH (nur M-Plus);;;;;;MPlus Ambiente 2025 1310-062 TR 400cm;Ambiente 2025;;0;0;13;;
NO_MATCH (nur M-Plus);;;;;;MPlus Ambiente 2025 1311-041 TR 500cm;Ambiente 2025;;0;0;15;;
NO_MATCH (nur M-Plus);;;;;;MPlus Ambiente 2025 1312-074 TR 500cm;Ambiente 2025;;0;0;8;;
NO_MATCH (nur M-Plus);;;;50;;MPlus Avantiles 2026 Tile 201-140 50 x 50 cm 5,00qm/Pck;Avantiles 2026;;0;0;28;;
NO_MATCH (nur M-Plus);;;;50;;MPlus Avantiles 2026 Tile 202-273 25 x 100 cm 5,00qm/Pck;Avantiles 2026;;0;0;14;;
NO_MATCH (nur M-Plus);;;;50;;MPlus Avantiles 2026 Tile 203-273 50 x 50 cm 5,00qm/Pck;Avantiles 2026;;0;0;14;;
NO_MATCH (nur M-Plus);;;;50;;MPlus Avantiles 2026 Tile 204-159 50 x 50 cm 5,00qm/Pck;Avantiles 2026;;0;0;14;;
NO_MATCH (nur M-Plus);;;;50;;MPlus Avantiles 2026 Tile 205-273 50 x 50 cm 5,00qm/Pck;Avantiles 2026;;0;0;14;;
NO_MATCH (nur M-Plus);;;;50;;MPlus Avantiles 2026 Tile 206-363 50 x 50 cm 5,00qm/Pck;Avantiles 2026;;0;0;14;;
NO_MATCH (nur M-Plus);;;;25;;MPlus Avantiles 2026 Tile 207-545 25 x 100 cm 4,00qm/Pck;Avantiles 2026;;0;0;14;;
NO_MATCH (nur M-Plus);;;;25;;MPlus Avantiles 2026 Tile 208-685 25 x 100 cm 4,00qm/Pck;Avantiles 2026;;0;0;14;;
NO_MATCH (nur M-Plus);;;;25;;MPlus Avantiles 2026 Tile 209-685 25 x 100 cm 4,00qm/Pck;Avantiles 2026;;0;0;14;;
NO_MATCH (nur M-Plus);;;;50;;MPlus Avantiles 2026 Tile 210-535 50 x 50 cm 5,00qm/Pck;Avantiles 2026;;0;0;13;;
NO_MATCH (nur M-Plus);;;;50;;MPlus Avantiles 2026 Tile 211-140 50 x 50 cm 5,00qm/Pck;Avantiles 2026;;0;0;9;;
NO_MATCH (nur M-Plus);;;;50;;MPlus Avantiles 2026 Tile 212-11 50 x 50 cm 4,00qm/Pck;Avantiles 2026;;0;0;9;;
NO_MATCH (nur M-Plus);;;;50;;MPlus Avantiles 2026 Tile 213-76 50 x 50 cm 5,00qm/Pck;Avantiles 2026;;0;0;10;;
NO_MATCH (nur M-Plus);;;;50;;MPlus Avantiles 2026 Tile 215-278 50 x 50 cm 5,00qm/Pck;Avantiles 2026;;0;0;14;;
NO_MATCH (nur M-Plus);;;;25;;MPlus Avantiles 2026 Tile 216-160 25 x 100 cm 3,50qm/Pck;Avantiles 2026;;0;0;12;;
NO_MATCH (nur M-Plus);;;;25;;MPlus Avantiles 2026 Tile 217-355 25 x 100 cm 3,50qm/Pck;Avantiles 2026;;0;0;12;;
NO_MATCH (nur M-Plus);;;;25;;MPlus Avantiles 2026 Tile 218-173 25 x 100 cm 3,50qm/Pck;Avantiles 2026;;0;0;8;;
NO_MATCH (nur M-Plus);;;;25;;MPlus Avantiles 2026 Tile 219-360 25 x 100 cm 3,50qm/Pck;Avantiles 2026;;0;0;8;;
NO_MATCH (nur M-Plus);;;;50;;MPlus Avantiles 2026 Tile 220-6 50 x 50 cm 5,00qm/Pck;Avantiles 2026;;0;0;6;;
NO_MATCH (nur M-Plus);;;;400/500;;MPlus Ambiente 2029 4401-1B28 TB 400 cm;Ambiente 2029;Das Teppichwerk GmbH & Co. KG (D);0;0;17;;
NO_MATCH (nur M-Plus);;;;400/500;;MPlus Ambiente 2029 4402-1Q48 TB 400 cm;Ambiente 2029;Das Teppichwerk GmbH & Co. KG (D);0;0;14;;
NO_MATCH (nur M-Plus);;;;400/500;;MPlus Ambiente 2029 4403-1P10 TB 400 cm;Ambiente 2029;Das Teppichwerk GmbH & Co. KG (D);0;0;15;;
NO_MATCH (nur M-Plus);;;;400/500;;MPlus Ambiente 2029 4404-1Q01 TB 400 cm;Ambiente 2029;Das Teppichwerk GmbH & Co. KG (D);0;0;17;;
NO_MATCH (nur M-Plus);;;;400/500;;MPlus Ambiente 2029 4405-1N38 TB 400 cm;Ambiente 2029;Das Teppichwerk GmbH & Co. KG (D);0;0;29;;
NO_MATCH (nur M-Plus);;;;200/400;;MPlus Analog 2029 910-0016 200 cm Kreta;Analog 2029;Vebe Floorcoverings bv (NL-Genemuiden);0;0;10;;
NO_MATCH (nur M-Plus);;;;200;;MPlus Analog 2029 930-6804 200 cm Kastos;Analog 2029;Vebe Floorcoverings bv (NL-Genemuiden);0;0;10;;
NO_MATCH (nur M-Plus);;;;50;;MPlus Analog 2029 932-0039 50 x 50 cm Tilos 5,0 qm/Pck;Analog 2029;Vebe Floorcoverings bv (NL-Genemuiden);0;0;4;;
NO_MATCH (nur M-Plus);;;;50;;MPlus Analog 2029 933-7295 50 x 50 cm Limnos 4,0 qm/Pck;Analog 2029;Vebe Floorcoverings bv (NL-Genemuiden);0;0;9;;
NO_MATCH (nur M-Plus);;;;50;;MPlus Analog 2029 966-0039 50 x 50 cm Strong Modul 5,0 qm/Pck;Analog 2029;Vebe Floorcoverings bv (NL-Genemuiden);0;0;8;;
NO_MATCH (nur M-Plus);;;;400;;MPlus Avantgarde 2029 2201-027 TB 400cm;Avantgarde 2029;ITC Co BV / Balta Group (B-Tielt);0;0;9;;
NO_MATCH (nur M-Plus);;;;400;;MPlus Avantgarde 2029 2204-034 TR 400cm;Avantgarde 2029;ITC Co BV / Balta Group (B-Tielt);0;0;8;;
NO_MATCH (nur M-Plus);;;;400;;MPlus Avantgarde 2029 2205-014 TR 400cm;Avantgarde 2029;ITC Co BV / Balta Group (B-Tielt);0;0;16;;
NO_MATCH (nur M-Plus);;;;400;;MPlus Avantgarde 2029 2206-031 TR 400cm;Avantgarde 2029;ITC Co BV / Balta Group (B-Tielt);0;0;12;;
NO_MATCH (nur M-Plus);;;;400/500;;MPlus Avantgarde 2029 2207-015 TR 400cm;Avantgarde 2029;ITC Co BV / Balta Group (B-Tielt);0;0;17;;
NO_MATCH (nur M-Plus);;;;400;;MPlus Avantgarde 2029 2208-010 TR 400cm;Avantgarde 2029;ITC Co BV / Balta Group (B-Tielt);0;0;6;;
NO_MATCH (nur M-Plus);;;;400;;MPlus Avantgarde 2029 2209-023 TR 400cm;Avantgarde 2029;ITC Co BV / Balta Group (B-Tielt);0;0;5;;
NO_MATCH (nur M-Plus);;;;400;;MPlus Avantgarde 2029 2210-016 EB 400cm;Avantgarde 2029;ITC Co BV / Balta Group (B-Tielt);0;0;16;;
NO_MATCH (nur M-Plus);;;;400;;MPlus Avantgarde 2029 2211-026 TB 400cm;Avantgarde 2029;ITC Co BV / Balta Group (B-Tielt);0;0;13;;
NO_MATCH (nur M-Plus);;;;400;;MPlus Avantgarde 2029 2212-064 TR 400cm;Avantgarde 2029;ITC Co BV / Balta Group (B-Tielt);0;0;6;;
NO_MATCH (nur M-Plus);;;;400;;MPlus Avantgarde 2029 2213-138 TR 400cm;Avantgarde 2029;ITC Co BV / Balta Group (B-Tielt);0;0;7;;
NO_MATCH (nur M-Plus);;;;400;;MPlus Avantgarde 2029 2214-033 TR 400cm;Avantgarde 2029;ITC Co BV / Balta Group (B-Tielt);0;0;7;;
NO_MATCH (nur M-Plus);;;;400;;MPlus Extrem 2029 TB 1153-075 TR 400 cm;Extrem 2029;Condor Carpets bv / Condor Group (NL-Hasselt);0;0;5;;
NO_MATCH (nur M-Plus);;;;400;;MPlus Extrem 2029 TB 1155-038 TR 400 cm;Extrem 2029;ITC Co BV / Balta Group (B-Tielt);0;0;6;;
NO_MATCH (nur M-Plus);;;;400;;MPlus Extrem 2029 TB 1157-020 TR 400 cm;Extrem 2029;Condor Carpets bv / Condor Group (NL-Hasselt);0;0;8;;
NO_MATCH (nur M-Plus);;;;400;;MPlus Extrem 2029 TB 1158-070 TR 400 cm;Extrem 2029;Condor Carpets bv / Condor Group (NL-Hasselt);0;0;4;;
NO_MATCH (nur M-Plus);;;;50;;MPlus Extrem Tiles 2029 2153-075 50x50cm 5,00 qm/Pck;Extrem 2029;Condor Carpets bv / Condor Group (NL-Hasselt);0;0;5;;
NO_MATCH (nur M-Plus);;;;50;;MPlus Extrem Tiles 2029 2155-038 50x50cm 6,00qm/Pck;Extrem 2029;modulyss (Beaulieu) (B-Zele);0;0;6;;
NO_MATCH (nur M-Plus);;;;50;;MPlus Extrem Tiles 2029 2158-070 50x50cm 5,00 qm/Pck;Extrem 2029;;0;0;4;;
NO_MATCH (nur M-Plus);;;;;;MPlus Outdoor 2030 101-15 400 cm;Outdoor 2030;Vebe Floorcoverings bv (NL-Genemuiden);0;0;4;;
NO_MATCH (nur M-Plus);;;;;;MPlus Outdoor 2030 201-22 200 cm;Outdoor 2030;Vebe Floorcoverings bv (NL-Genemuiden);0;0;2;;
NO_MATCH (nur M-Plus);;;;;;MPlus Outdoor 2030 328 200 cm;Outdoor 2030;Condor Carpets bv / Condor Group (NL-Hasselt);0;0;1;;
NO_MATCH (nur M-Plus);;;;;;MPlus Outdoor 2030 330 500 cm;Outdoor 2030;Lano NV (B-Harelbeke);0;0;1;;
NO_MATCH (nur M-Plus);;;;;;MPlus Outdoor 2030 335 200 cm;Outdoor 2030;Condor Carpets bv / Condor Group (NL-Hasselt);0;0;1;;
NO_MATCH (nur M-Plus);;;;;;MPlus Outdoor 2030 401-512 Wunschmaß max. Breite ca. 400 cm;Outdoor 2030;;0;0;3;;
NO_MATCH (nur M-Plus);;;;;;MPlus Outdoor 2030 402-512 Wunschmaß max. Breite ca. 400 cm;Outdoor 2030;;0;0;3;;
